 1010,    48,   -17
 1011,    49,   -19
 1009,    49,   -18
 1008,    51,   -21
 1010,    47,   -23
 1009,    48,   -24
 1008,    46,   -28
 1009,    51,   -31
 1008,    57,   -28
 1008,    58,   -31
 1006,    58,   -31
 1006,    53,   -33
 1005,    54,   -37
 1006,    54,   -36
 1006,    55,   -35
 1007,    57,   -35
 1010,    57,   -34
 1010,    62,   -34
 1005,    62,   -37
 1009,    64,   -40
 1005,    65,   -44
 1005,    66,   -43
 1009,    70,   -45
 1006,    72,   -48
 1008,    71,   -47
 1005,    70,   -55
 1004,    71,   -58
 1004,    71,   -59
 1008,    76,   -58
 1005,    79,   -58
 1004,    75,   -60
 1006,    74,   -59
 1001,    75,   -60
 1005,    79,   -59
 1004,    78,   -61
 1007,    78,   -59
 1007,    79,   -56
 1011,    84,   -51
 1004,    88,   -49
 1001,    85,   -46
 1002,    83,   -46
 1002,    83,   -48
 1002,    83,   -50
 1006,    73,   -54
 1003,    60,   -58
 1006,    53,   -59
 1006,    56,   -64
 1005,    55,   -63
 1006,    57,   -62
 1007,    63,   -58
 1006,    67,   -58
 1004,    66,   -61
 1003,    64,   -63
 1004,    61,   -65
 1004,    61,   -63
 1006,    62,   -62
 1003,    57,   -61
 1004,    56,   -61
 1006,    58,   -58
 1005,    60,   -58
 1007,    64,   -56
 1006,    63,   -54
 1007,    60,   -55
 1006,    54,   -54
 1006,    58,   -56
 1007,    61,   -56
 1009,    66,   -54
 1007,    67,   -58
 1004,    67,   -60
 1002,    64,   -61
 1004,    51,   -60
 1003,    47,   -65
 1008,    50,   -62
 1004,    50,   -57
 1005,    52,   -55
 1008,    57,   -51
 1005,    59,   -48
 1008,    53,   -53
 1004,    38,   -56
 1006,    29,   -56
 1005,    34,   -55
 1006,    46,   -48
 1013,    64,   -39
 1011,    79,   -39
 1006,    80,   -40
 1005,    68,   -43
 1006,    60,   -45
 1006,    50,   -52
 1009,    36,   -56
 1003,    30,   -59
 1006,    33,   -56
 1007,    42,   -51
 1004,    48,   -49
 1005,    61,   -49
 1007,    66,   -49
 1008,    57,   -51
 1009,    46,   -53
 1004,    39,   -56
 1003,    50,   -54
 1009,    69,   -47
 1011,    70,   -40
 1008,    57,   -42
 1006,    50,   -42
 1004,    48,   -44
 1005,    58,   -45
 1011,    65,   -42
 1011,    51,   -46
 1006,    37,   -49
 1007,    36,   -46
 1006,    43,   -42
 1001,    57,   -44
 1012,    73,   -38
 1012,    70,   -37
 1007,    44,   -44
 1001,    32,   -47
 1004,    45,   -46
 1010,    66,   -43
 1010,    67,   -40
 1007,    51,   -43
 1006,    46,   -45
 1006,    46,   -44
 1009,    51,   -43
 1004,    40,   -48
 1006,    35,   -48
