  221,  -875,   379
  219,  -837,   423
  236,  -799,   318
  141,  -712,   344
  112,  -758,   382
  124,  -858,   399
    6,  -841,   459
  -94,  -819,   466
 -183,  -824,   515
 -188,  -664,   390
  404, -1331,   397
  175, -1152,   302
  171,  -986,   243
  431, -1205,   310
  494, -1227,   331
  356, -1088,   270
  302,  -989,   293
  244,  -837,   263
  219,  -686,   234
  189,  -641,   196
  140,  -701,   254
  -35,  -868,   348
  -63,  -974,   259
  196,  -993,   190
  345, -1099,   293
  596,  -847,   302
 1218, -1124,   122
  334, -2045,   748
  207, -1454,   679
  121, -1019,   370
  103,  -808,   274
  102,  -542,     7
  240,  -101,   319
  121,  -399,   283
   -1,  -647,   208
   33, -1046,   691
   46,  -927,   509
 -203,  -814,   547
  -50, -1308,   617
  -48,  -874,   412
  161, -1137,   239
  325, -1261,    42
  259, -1083,   462
  327, -1223,   264
  211, -1067,   287
  263,  -882,   255
  198,  -697,   245
  113,  -584,   244
   35,  -778,   314
   19,  -831,   316
  -40, -1007,   241
  188,  -931,   130
  544,  -931,   318
  871,  -803,   161
  642, -1893,   646
  392, -1710,   762
  200,  -951,   132
   56, -1033,   402
  133,  -740,   338
   11,  -416,    20
 -127,  -381,   328
  -38,  -463,   287
   69,  -830,   469
  139, -1062,   584
 -179,  -640,   402
  -13, -1147,   557
   45,  -850,   430
  291, -1446,    34
  410, -1369,   190
  287, -1331,   217
  398, -1264,   391
  286, -1027,   195
  175,  -793,   199
   62,  -733,   154
  229,  -620,   197
   33,  -763,   198
   69,  -673,   181
   96,  -863,   252
  284, -1074,    64
  403, -1194,  -117
  898,  -847,  -185
  915, -1188,   597
 1019, -1453,   361
  862, -1564,   153
  517, -1171,   202
  325,  -770,    71
  203,  -472,   174
   69,  -370,   233
  -13,  -321,   200
  132,  -558,   383
  358,  -800,   356
  176,  -599,   427
  247,  -710,   119
  349, -1671,   432
  487, -1210,   202
  553, -1155,   -20
  659, -1238,   412
  500, -1110,   206
  478, -1025,   242
  345,  -858,   262
  265,  -638,   223
  175,  -715,   204
  232,  -710,   275
  199,  -685,   283
  118,  -700,   260
  125,  -951,   305
   22, -1425,   116
  365, -1061,    10
  560,  -893,    12
  604, -1655,   133
 -564, -1692,   398
 -210, -1113,   388
   53,  -957,    66
  162,  -746,   132
   95,  -595,   168
  -45,  -633,   224
  -78,  -594,   296
 -310,  -838,   244
 -448, -1044,   404
 -411,  -768,   182
 -533,  -553,   309
 -121, -1866,   538
  181, -1158,   -21
  225, -1394,  -482
  350, -1298,     7
  141, -1184,   397
 -145, -1089,   182
  182,  -897,   120
  109,  -671,    53
