   86,   985,    -7
  140,   925,   -57
  321,   829,   -88
  443,   817,   -96
  463,   859,   -66
  419,   828,   -32
  419,   829,    -8
  405,   858,   -43
  452,   905,  -116
  325,   965,   -71
  332,   967,   -62
  375,  1022,   -65
  484,  1139,  -123
  445,  1159,  -136
  124,   999,  -215
  212,  1170,   -54
  523,  1090,    47
  510,   900,    33
  302,   703,    73
  123,   636,   120
  120,   706,   178
  166,   619,   196
  213,   651,   162
  471,   685,   211
  488,   856,   243
  481,  1076,   284
  555,  1024,   282
  602,  1226,   419
  131,  1441,   155
  -50,   690,   227
   87,   966,   -55
  258,   976,   -93
  194,   864,    57
  228,   916,   -23
  284,   930,   -24
  235,   812,   -36
  321,   834,   -68
  469,   835,   -76
  366,   875,   -29
  388,   868,    17
  407,   809,     0
  407,   913,   -40
  270,  1034,    18
  203,   904,    22
  274,  1175,  -138
  588,  1199,  -218
  263,  1101,  -199
  434,  1201,   -58
  591,   989,   -96
  304,   851,  -107
  185,   670,   -41
  221,   757,    88
  285,   785,    91
  261,   796,    85
  308,   715,   135
  404,   711,   176
  510,   831,   156
  457,   886,   240
  363,   929,   177
  395,   902,   300
  437,   830,   234
  413,  1738,   -38
  332,   809,   211
  351,   739,   -94
  441,   882,  -171
   87,   901,   -87
   95,   871,    11
  334,   815,   -76
  422,   817,  -114
  328,   830,  -119
  235,   889,  -184
  250,   889,  -188
  336,   917,  -180
  349,   955,  -175
  361,   850,  -171
  448,   896,  -216
  436,   963,  -208
  502,  1064,  -262
  553,  1129,  -317
  291,  1199,  -281
  -49,  1036,  -194
  148,   906,   -77
  490,   994,    17
  410,   880,   -57
  248,   793,    14
  130,   806,    40
  151,   846,    52
  168,   806,    28
  188,   777,   115
  351,   689,   260
  438,   712,   233
  493,   991,   299
  503,  1123,   255
  489,   828,   362
  650,   655,   408
  463,  1142,   247
  242,  1488,   -35
  186,   855,   198
  208,   828,  -157
  382,   902,  -128
  201,   820,   -51
  119,   907,   -72
  227,   880,   -64
  365,   845,   -82
  404,   799,   -89
