-1451,  1469,  1415
  611,   904,   772
 1151,   409,  1280
 -115,   620,    55
 -728,  1826,   310
-1934,  2728,   399
-1011,  3003,   479
  -49,  2222,   -54
  -78,   475,  -635
  199, -1294, -1166
  225,  -803, -1139
 -111,   -64,  -245
 -598,  1317,  2116
 -676,   625,  -834
-2205,  1234,  -495
-1346,   548,  -407
 -357,  2345,  -684
  109,  3563,   919
-1120,  1761,  1351
-1049,   778,   966
 1724,   880,  1087
  530,   371,   385
 -481,   630,   334
 -450,  2290,   489
-1706,  3285,   755
-1502,  3524,   421
 -483,  1818,  -382
   51,  -271, -1316
  -51, -1814, -1489
  158,  -330, -1121
 -344,    69,   469
 -669,  1832,   946
-1433,   702, -1091
-2349,  1545,    56
 -369,   713,  -560
  -64,  3494,  -187
  -94,  3023,  1164
-2154,   431,  1558
  249,   961,   270
 1860,   487,  1286
   34,   374,   199
 -133,   761,   542
 -392,  2161,   552
-1666,  3994,  1366
-1850,  3120,  -370
 -260,   989,  -878
   55,  -976, -1570
 -141, -1619, -1444
 -273,  -305, -1203
 -870,   750,   191
 -461,  2661,  1248
 -822,   174, -1138
-2047,  1503,  -147
 -324,   685,  -717
  -57,  3724,  -343
-1637,  2644,  2048
-1184,   358,  1000
 1665,   932,   601
  848,   238,   917
 -452,   284,   249
 -177,   845,   256
  -89,  2729,   735
-1644,  3981,  1020
-1704,  2619,  -124
  -67,   909,  -510
   72,  -993, -1185
 -179, -1277, -1366
 -233,  -345, -1248
 -827,   633,  -296
 -257,  2496,  1375
-1321,  1493,  -480
-1347,   512,  -478
 -635,   959, -1049
    1,  3894,   389
-1458,  2298,  1856
 -903,   449,  1027
 1738,   910,   523
  670,    58,   695
 -715,   352,   428
 -173,   937,   404
  -65,  3061,   882
-2073,  3963,   985
-1274,  2327,  -296
  111,   610,  -744
  -89, -1111, -1372
 -319, -1249, -1181
 -210,   -94, -1136
 -647,   792,   453
 -308,  2471,   787
-1596,  1279,  -349
-1185,   474,  -485
 -450,   700, -1137
 -322,  3753,   426
 -724,  2527,  1588
-1793,    65,  1193
 1529,  1191,   816
 1016,   253,   774
 -310,   605,   427
  -74,  1455,   217
 -540,  3636,   968
-2429,  3773,   447
 -730,  2158,  -139
  246,   653,  -711
 -358, -1324, -1396
 -200,  -966, -1403
 -152,  -141, -1008
 -575,   925,   757
 -473,  2318,   459
-1921,  1473,    79
 -749,   108,  -717
 -725,  1081,  -993
    3,  3944,  1013
 -721,  1917,  1273
-1253,   131,  1014
 1516,  1259,  1393
  289,   221,   388
 -302,   469,   509
 -127,  1420,   290
 -573,  3677,  1022
-2271,  3785,   530
 -652,  1648,  -390
  467,   145,  -964
 -206, -1392, -1530
 -238,  -637, -1224
 -483,  -102,  -764
 -633,  1892,  2020
-1140,  1588,  -755
-1669,  1277,  -610
 -468,   291,  -647
 -665,  2762,  -606
  176,  3434,  1606
-1936,   666,  1389
  357,  1042,   700
 1788,   524,  1338
   76,   481,   131
 -145,   787,   362
 -344,  2474,   672
-1747,  3990,  1143
-1630,  3130,     0
  -23,  1261,  -693
   76,  -889, -1610
 -651, -1711, -1639
 -293,  -327, -1264
 -565,   548,  -349
 -344,  2560,  1399
-1377,  1845,   -49
-1329,   783,  -362
 -519,   169, -1242
 -661,  3371,   -88
 -413,  3057,  1752
-1803,    57,  1405
 1012,  1209,   762
 1353,   303,   672
  146,   467,   501
  -58,  1249,   122
 -664,  3689,  1134
-2717,  3759,   503
 -823,  2003,  -347
  236,   645,  -875
 -235, -1199, -1686
 -301, -1214, -1429
 -349,  -212,  -983
 -832,  1282,   828
 -770,  2261,     7
-1792,  1914,  -142
 -532,    -1,  -868
 -692,  1618, -1277
 -142,  3943,  1493
-1321,  1508,  1602
 -318,   723,   890
 1649,   749,  1197
  228,   320,   294
 -154,   803,   471
 -250,  2396,   491
-1298,  3948,   911
-2011,  3423,   320
  -63,  1456,  -573
  370,  -487, -1411
 -371, -1601, -1455
 -186,  -388, -1405
 -696,    83,  -507
 -798,  2415,  1519
-1190,  1641,  -821
-1183,   632,  -198
 -317,   592,  -872
 -315,  3589,    54
 -477,  2682,  1636
-1675,   238,  1350
 1358,  1368,  1073
  930,   199,   725
 -189,   840,   658
 -349,  1563,   327
 -689,  3755,  1222
-2891,  3782,   351
 -506,  1455,  -689
  654,  -169, -1476
 -366, -1613, -1805
 -283,  -759, -1528
 -726,    88,  -609
 -933,  2656,  1442
-1366,  1537,  -568
-1284,   939,  -382
 -323,  1001, -1127
 -315,  3741,   178
 -991,  2401,  1975
-1026,   290,   879
 1645,   938,  1228
  542,   226,   689
 -312,   671,   465
 -109,  1982,   345
 -946,  3954,  1072
-2646,  3559,   167
 -398,  1488,  -608
  396,    51, -1190
 -211, -1483, -1706
 -439,  -925, -1442
 -759,    51,  -650
 -806,  2157,  1967
-1195,  2262,  -841
-1220,   516,  -527
 -455,   276, -1130
 -786,  3027,  -303
  389,  3208,  1588
-1732,   271,  1358
  810,  1189,  1163
  969,   368,   998
 -122,   353,   253
   38,  1146,   192
 -111,  3390,   872
-2319,  3738,   602
-1600,  2401,   -78
  131,   717,  -655
  116,  -886, -1329
 -294, -1274, -1278
 -340,  -199, -1084
 -813,  1112,  1580
 -876,  1927,  -402
-1709,  1467,  -637
 -429,   167,  -698
 -776,  2039,  -770
  198,  3839,  1421
-1093,  1033,  1259
 -126,   762,   853
 1449,   846,  1754
 -630,   235,   138
 -307,   667,   354
  -45,  2662,   633
-1469,  3974,   937
-2081,  3115,   -50
  250,  1120,  -566
  290,  -292, -1281
 -343, -1472, -1583
 -262,  -638, -1353
 -822,   335,  -271
 -586,  2444,  1260
-1112,  1085,  -896
-1672,  1334,  -315
 -325,   890,  -961
 -259,  3727,    15
 -500,  2531,  1646
-1619,   583,  1371
 1187,   869,   824
 1219,   212,   791
  -93,   519,   391
 -247,  1023,   234
 -275,  3064,   714
-2053,  3964,   968
-1323,  2315,  -163
   58,   840,  -626
  -55,  -923, -1411
 -315, -1398, -1376
 -366,  -290, -1148
 -475,  1064,  1309
-1014,  1694,  -278
-2042,  1670,  -473
 -662,   533,  -329
 -355,  1958,  -934
  266,  3767,   922
-1319,  1466,  1350
 -893,   272,   927
 1577,  1074,  1393
  222,   131,   361
  -22,   553,   334
 -149,  1694,   317
 -907,  3782,  1087
-2342,  3662,   465
 -544,  1609,  -449
  341,   -21, -1247
 -376, -1573, -1751
 -301,  -812, -1343
 -321,    39,  -575
 -726,  2412,  1914
-1688,  2069,  -335
 -662,    77,  -764
 -806,   568,  -782
 -529,  3514,   222
   91,  2709,  1066
-1890,   191,  1333
  969,  1052,  1280
 1032,   568,  1091
  -61,   426,   284
 -113,   984,    93
 -289,  3332,   847
-2415,  3968,   943
-1089,  2500,  -246
  336,   946,  -862
 -205,  -807, -1766
 -704, -1782, -1608
 -385,  -289, -1044
 -638,  1123,  1000
-1203,  3285,   197
 -900,   600,  -688
 -804,     4, -1080
-1307,  1930,  -492
  445,  3902,  1301
 -798,  1276,  1339
 -284,   314,   814
 1540,  1074,  1731
 -425,   238,   270
 -173,   593,   305
 -114,  2129,   405
-1043,  3987,  1010
-2335,  3443,   304
 -101,  1436,  -450
  381,    43, -1552
 -529, -1551, -1880
 -301,  -812, -1317
 -582,    43,  -381
 -484,  2254,  1403
 -884,  1156,  -684
-1791,  1888,  -213
 -131,   660,  -831
 -493,  3327,  -464
 -534,  2941,  1754
-1337,   457,  1200
 1227,   947,   928
 1099,   380,  1219
 -355,   435,   344
 -150,  1395,   137
 -461,  3802,  1198
-2573,  3889,   528
 -958,  2169,  -363
  387,   645, -1107
   63, -1448, -1900
  -82, -1131, -1553
 -427,  -227,  -838
-1382,  1815,  1999
-1212,  1828,  -877
 -959,   989,  -704
 -551,   654,  -897
 -786,  2606,  -616
   57,  3683,  1420
-1605,   960,  1500
   20,   725,  1050
 1570,   683,  1249
  190,   418,   367
 -361,   833,   244
 -320,  2530,   577
-1699,  3980,  1229
-1886,  3201,   -13
  208,  1288,  -763
  134,  -715, -1821
 -505, -1675, -1649
 -230,  -448, -1289
 -868,   405,   -92
 -795,  2516,  1078
-1413,  1611,  -192
 -803,   716,  -410
 -252,   875, -1199
 -687,  3631,   -35
 -889,  2581,  2081
-1165,   130,  1047
 1595,  1109,  1017
 1070,   445,  1007
